,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,Rand
56309,5N1ede3QcEvtJNtM1een6B,Thaikkudam Bridge,Fish Rock,Fish Rock,47,259127,FALSE,0.579,0.767,2,-6.916,1,0.0399,0.00475,0,0.394,0.475,149.975,4,indie-pop,0.359557125
30099,0jGNrMFSke9iI1pmfWbvft,Tiësto;Becky Hill,pov: it's 2020,Nothing Really Matters,0,157720,FALSE,0.735,0.842,5,-4.079,0,0.0403,0.00519,4.52E-06,0.308,0.681,123.039,4,edm,0.677978965
56573,0QpOqKz66ZxHNqj2PPHiFF,Claire Rosinkranz,BeVerly Hills BoYfRiEnd,Backyard Boy,62,129240,FALSE,0.817,0.634,5,-7.246,1,0.162,0.321,0,0.0735,0.453,138.015,4,indie-pop,0.964161998
84467,2hdeaGl9nT3UoQIgSqctHj,The Doors,Morrison Hotel,Indian Summer,54,154066,FALSE,0.495,0.154,2,-17.792,1,0.0301,0.859,0.139,0.106,0.147,102.673,4,psych-rock,0.276778884
100184,4ax8mK6fKao4AvbsHsGuzY,Perikles,Ge mig ditt namn ge mig ditt nummer,Ge mig ditt namn ge mig ditt nummer,40,185920,FALSE,0.591,0.82,7,-5.843,1,0.036,0.212,0,0.0885,0.809,126.029,4,ska,0.837748164
101434,3NWN0E5rnoyDnKcNchdDYd,Healing Sounds for Deep Sleep and Relaxation,Waves for Sleep,Wind And Rain,38,80703,FALSE,0.0818,0.589,0,-22.521,1,0.0672,0.477,0.938,0.367,1.00E-05,85.748,3,sleep,0.300042739
93276,0wgC0qJgCGHdA5H8bauIK7,Mikhail Vavich,"Russkie narodnye pesni, Ch. 1",Jablochko,0,163083,FALSE,0.715,0.491,11,-5.705,0,0.133,0.993,0.0099,0.222,0.811,113.385,4,romance,0.794467973
16218,1RaWrq3YuSbG0zxcS4ODZg,Camille Saint-Saëns;Alfons Kontarsky;Aloys Kontarsky;Wiener Philharmoniker;Karl Böhm,Relajación y siestas,"Le carnaval des animaux, R. 125: IV. Tortues - V. L'Éléphant - VI. Kangourous",0,208360,FALSE,0.373,0.0108,10,-33.756,1,0.0326,0.975,0.961,0.0982,0.143,133.496,3,classical,0.134050043
39210,1kl9shHWQQdpPFV3w8e7ZQ,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 5, Eusebius (Live in Japan, 2022)",0,95840,FALSE,0.369,0.0283,5,-32.145,0,0.0369,0.995,0.869,0.144,0.0644,109.738,5,german,0.990332148
56867,16YZbdkJtyvsjV8UKOwQBB,"Car, the garden","Hometown Cha-Cha-Cha, Pt. 1 (Original Television Soundtrack)",Romantic Sunday,57,230338,FALSE,0.651,0.661,7,-7.322,1,0.026,0.488,0.00422,0.315,0.762,118.017,4,indie-pop,0.690123957
55528,6SkO0Mnxcevv0oXY4PHKVr,Pritam;Sonu Nigam;Romy,Laal Singh Chaddha,Main Ki Karaan?,49,254228,FALSE,0.722,0.415,9,-10.069,1,0.0406,0.738,1.60E-05,0.0903,0.439,117.971,4,indian,0.123576109
39842,3TueOW6lAP9mAcRsdcRMsw,Die Toten Hosen,Alles aus Liebe: 40 Jahre Die Toten Hosen,Tage wie diese,37,268426,FALSE,0.67,0.696,7,-4.935,1,0.0294,0.0857,8.09E-05,0.0939,0.312,97.021,4,german,0.584932924
61579,2egMAIQ3dWhghLjmKYgwdX,BAND-MAID,Reincarnation,Reincarnation,21,207389,FALSE,0.327,0.995,11,-2.338,1,0.238,0.000257,0.00117,0.145,0.0826,94.939,4,j-idol,0.635087563
65525,47tnvWm6X4SopmU3KCGl22,Alka Yagnik;S. P. Balasubrahmanyam,Saajan (Original Motion Picture Soundtrack),Dekha Hai Pehli Baar,50,373186,FALSE,0.329,0.515,9,-11.252,0,0.0431,0.196,3.13E-06,0.0512,0.961,176.143,3,k-pop,0.620974643
109531,0tfSHgbBF0wudizTFesANb,Colyn,Oxygen Levels Low EP,KL427,40,403864,FALSE,0.781,0.746,6,-10.001,0,0.05,0.00608,0.903,0.0992,0.261,124.001,4,techno,0.930262651
59810,1Gwzo9NHgN9Ik8jY4ZztsD,Farzad Golpayegani,Two,Thirty Two,0,153000,FALSE,0.376,0.961,9,-3.528,0,0.118,0.00448,0.625,0.0873,0.149,163.996,3,iranian,0.020220536
36896,4Wkj3V6czhnUVJHUGBDXBW,Axel Bauer,Ici Londres,Ici Londres - Version Single,31,216586,FALSE,0.498,0.7,0,-7.501,0,0.0298,0.0978,4.91E-06,0.155,0.704,94.8,4,french,0.011742691
13110,0Z8tpPWFZNrIb11Yzs8jSB,Marshall Jefferson;Skapes,Best Of Freakin909 2017 (Mixed by Full Intention),Move Your Body - Skapes Remix,14,227818,FALSE,0.865,0.683,11,-7.708,0,0.0556,0.00156,0.179,0.0214,0.469,124,4,chicago-house,0.329450398
65077,0jXnRZTUASl2uhsRfXjoJT,Yuvan Shankar Raja;Vijay Yesudas,Deepavali (Original Motion Picture Soundtrack),Kaadhal Vaithu,60,309000,FALSE,0.679,0.645,10,-11.743,0,0.0361,0.032,0.131,0.213,0.653,100.217,4,k-pop,0.555869215
77167,6vjfr05pqOTmBJTyQKrkkv,Sorriso Maroto,Por Você Ao Vivo,Disfarça,50,208720,FALSE,0.578,0.709,10,-8.099,1,0.0684,0.719,0,0.677,0.686,153.363,4,pagode,0.641599647
70078,4nivAUgvOrWdkv44kjAlxs,G.E.M.,啓示錄,天空沒有極限,62,279704,FALSE,0.539,0.742,11,-4.415,1,0.0393,0.188,0.000176,0.131,0.182,133.886,4,mandopop,0.003851062
20917,0HaRLPnr887lcQM2YQzkff,Burna Boy;Ed Sheeran,"Love, Damini",For My Hand (feat. Ed Sheeran),83,159123,FALSE,0.87,0.479,9,-7.779,1,0.165,0.161,0.000157,0.209,0.717,104.059,4,dance,0.833448496
63260,6euwgOanJOzsBeZUDTbx29,Survive Said The Prophet,s p a c e [ s ],found & lost,55,188960,FALSE,0.547,0.987,1,-3.71,0,0.0783,0.000133,0.000303,0.343,0.382,104.086,4,j-rock,0.289233145
40851,6gkecwQcqKE5ZID0KxX8St,Gabriela Rocha,Pra Onde Iremos?,Interlúdio,38,39813,FALSE,0.506,0.0494,7,-13.16,1,0.0448,0.957,1.53E-06,0.115,0.436,136.173,4,gospel,0.736384083
103168,5tJABPAg1BCw6np2l95fed,Pink Sweat$,Gourmet Soul,At My Worst,0,170344,FALSE,0.813,0.415,0,-5.926,1,0.0349,0.777,0,0.131,0.667,91.921,4,soul,0.584771684
89077,6HplQm7VOFSup5HvIMahU7,J Balvin;Maria Becerra,Halloween 2022 Perreo Vol. 4,Qué Más Pues?,1,217361,FALSE,0.904,0.817,8,-3.956,1,0.0871,0.0254,0.000141,0.232,0.753,101.988,4,reggaeton,0.757906544
110747,17C4oPQ3sTpF11pi9yvGcs,Asking Alexandria,Stand Up And Scream,Not The American Average,63,279226,TRUE,0.236,0.892,2,-4.106,0,0.188,0.0305,0,0.278,0.0685,184.981,4,trance,0.045240763
27782,1QChm8CmgKioelKBxkPLrN,Goldie;MJ Cole;Remixer: MJ Cole,The Alchemist: 1992-2012,Believe - MJ Cole Remix,16,398053,FALSE,0.766,0.632,7,-7.217,0,0.0454,0.108,0.127,0.347,0.751,129.987,4,drum-and-bass,0.854792468
79577,0zo88XnlK4ZGd16RIKFTgz,Smyang Piano,Silver Lining,Zero O' Clock,37,158706,FALSE,0.583,0.283,6,-14.697,1,0.0377,0.976,0.907,0.11,0.0611,74.987,4,piano,0.824590493
3737,4k2AjlWruIygEiZyJEy01I,Os Paralamas Do Sucesso,Acústico (Live),Tendo A Lua - Ao Vivo,51,200826,FALSE,0.492,0.794,5,-5.823,1,0.046,0.196,2.62E-06,0.873,0.683,167.815,4,alternative,0.27069399
48450,1sVUR6ZtKsAypm8qOEpgio,Kurupt;Tray Dee;Slip Capone,Old School Hip Hop Party,C-Walk,51,311666,TRUE,0.913,0.444,0,-8.718,1,0.249,0.0283,4.27E-05,0.0626,0.627,94.984,4,hardcore,0.876724531
29737,2GhwDDUHbfHF6YOwm9xilY,FelMax,Chapel,Chapel,38,201562,FALSE,0.601,0.956,2,-3.759,1,0.0349,0.000395,0.877,0.242,0.0389,127.993,4,dubstep,0.063413252
70786,3ieXD6cGP25CKLPexbAic9,Ann Bai,沒有人寫歌給你過吧,剛好 (《台北女子圖鑑》戲劇插曲),52,259436,FALSE,0.562,0.48,2,-9.019,1,0.0312,0.506,1.66E-05,0.11,0.233,144.129,4,mandopop,0.441976346
61119,3pljfpGu4hBtNdtC9uQY88,Seiko Matsuda,SEIKO STORY〜80's HITS COLLECTION〜,旅立ちはフリージア,30,292160,FALSE,0.736,0.854,6,-5.143,1,0.0295,0.26,0,0.147,0.728,130.903,4,j-idol,0.015095199
6650,5XaueS6W32nmVOFqYsmoCr,Angelmaker,Dissentient,Leech,50,285160,TRUE,0.254,0.98,0,-4.348,1,0.138,0.00014,0.0659,0.306,0.0399,125.023,4,black-metal,0.236182175
97421,1ZH3U5uea7PIcWl8kCaB6o,Lauana Prado,Raiz (Ao Vivo),Ponto G / Adoro Amar Você - Ao Vivo,47,237354,FALSE,0.689,0.651,3,-4.846,1,0.0324,0.322,0,0.8,0.593,105.992,4,sertanejo,0.792775331
36966,06rcHn4ehOCA1I1n6CJ2lb,TEEMID,Sexy and I Know It,Sexy and I Know It,53,213345,FALSE,0.877,0.639,2,-7.886,1,0.0582,0.00906,0.00205,0.224,0.63,116.996,4,french,0.81897125
47301,2OgVsp77En2nju8pnCieVU,Foreigner,4 (Expanded),Waiting for a Girl like You,71,292066,FALSE,0.33,0.469,10,-9.286,0,0.0335,0.31,2.30E-06,0.0402,0.433,201.327,4,hard-rock,0.065973231
27995,1V3GezeVLj1WlCAXFPkeJP,Original Sin,Dr Feels Good EP,8 Figure Bass,16,266430,FALSE,0.45,0.968,11,-2.248,0,0.133,0.0001,0.518,0.249,0.498,175.083,4,drum-and-bass,0.217079856
48628,5K9TifDSxSoIK6YPEn913N,For Revenge,Fireworks,Termentahkan,32,264301,FALSE,0.283,0.681,6,-14.223,0,0.0483,0.0449,0.0177,0.214,0.428,140.072,4,hardcore,0.544272181
19607,5EWPGh7jbTNO2wakv8LjUI,Lynyrd Skynyrd,Pronounced' Leh-'Nerd 'Skin-'Nerd,Free Bird,77,547106,FALSE,0.249,0.834,0,-8.21,1,0.0577,0.0738,9.48E-05,0.0924,0.338,118.223,4,country,0.942124751
3891,03DgLHhA7HCUB8aBTNqOwX,Bersuit Vergarabat,Triste Hora,Sencillamente,3,307306,FALSE,0.742,0.613,6,-7.3,0,0.027,0.329,0.000899,0.115,0.966,136.009,4,alternative,0.172288152
18496,1fpwA2XHqimyu70e0JC7KD,Kathleen Madigan,Bothering Jesus,Kids is Too Many,23,111216,FALSE,0.446,0.901,5,-7.054,1,0.769,0.803,0,0.933,0.425,84.394,4,comedy,0.971530136
14521,5yrU9jSt6hGxodbRgXaaqa,The Wiggles,Here Comes the Big Red Car,Big Red Car,31,107920,FALSE,0.767,0.904,9,-3.443,1,0.0655,0.306,0.0096,0.0636,0.962,124.714,4,children,0.72354662
40915,0hanSoAObEb4VFJX3ro6Kq,Ministério Adoração e Vida,O Céu Se Abre,Simplesmente Amar,39,261399,FALSE,0.495,0.357,4,-5.341,1,0.0251,0.686,0,0.154,0.367,78.908,3,gospel,0.197996466
78206,13CxJWdaM3DDD21j0mIJKn,Andi Latte,Batt Spenza,Batt Spenza,35,195344,FALSE,0.835,0.965,10,-2.238,0,0.115,0.0812,0,0.5,0.64,139.94,4,party,0.503128545
10572,27nWNbh3Emi36k8RxZs7JM,Orbital,20,Are We Here (Who Are They?),14,453160,FALSE,0.565,0.846,0,-6.543,1,0.0386,0.0353,0.585,0.141,0.0941,142.974,4,breakbeat,0.288380381
102732,6S3JlDAGk3uu3NtZbPnuhS,Badfinger,Straight Up (Remastered 2010 / Deluxe Edition),Baby Blue - Remastered 2010,67,217346,FALSE,0.623,0.876,11,-7.788,1,0.066,0.0189,0.0134,0.0728,0.515,124.431,4,songwriter,0.009451602
396,1yZWcHtL0KMhKadWXG26SG,Mischief Brew,This Is Not for Children,"O, Pennsyltucky!",33,227053,FALSE,0.245,0.624,2,-5.606,1,0.0368,0.11,0,0.363,0.462,162.586,3,acoustic,0.827156598
35589,7FWSGlEJcaZSxFTvtigYht,Humberto & Ronaldo,Romance (Ao Vivo),E Deixe o Tempo Ver - Ao Vivo,41,210986,FALSE,0.633,0.949,4,-3.889,1,0.0542,0.416,0,0.945,0.512,138.022,4,forro,0.224165098
50070,1mSQAAXz3Jw0pkPXybL38q,Almafuerte,A Fondo Blanco,Homenaje,33,253026,FALSE,0.42,0.96,2,-3.478,1,0.0523,0.0176,1.22E-05,0.229,0.447,125.885,4,heavy-metal,0.612520897
78921,4FOuw3JeWKNgs1R0o9QkwE,Stereoact,Himmel auf Erden,Himmel auf Erden,24,186593,FALSE,0.698,0.74,4,-7,1,0.0935,0.185,2.73E-06,0.598,0.833,119.95,4,party,0.177982776
72284,2f6FEu22hAFV5KpMklVTN0,Dance Gavin Dance,Tree City Sessions 2,Strawberry's Wake - Tree City Sessions,31,248558,TRUE,0.661,0.836,7,-5.372,1,0.0611,0.0208,0,0.0566,0.509,129.999,4,metalcore,0.863851318
93769,0ynNz2CoySv6prEauAqORq,Vadim Kozin,"Осень, прозрачное утро (Имена на все времена)",Я ненавижу в людях ложь,0,123946,FALSE,0.5,0.116,0,-11.531,0,0.376,0.987,3.36E-06,0.118,0.325,59.68,3,romance,0.799204909
111053,7rRYiBxeudiHMNmgptnne9,Bonobo;Jamila Woods,Tides,Tides,54,226146,FALSE,0.6,0.314,4,-9.109,0,0.0351,0.791,0.419,0.0681,0.201,126.948,4,trip-hop,0.547429264
71606,3eMOYZRLqXMBw9aqaFR92P,Armored Dawn,S.O.S.,S.O.S.,54,227894,FALSE,0.541,0.971,10,-3.323,0,0.088,2.78E-05,0.0052,0.0837,0.36,107.949,4,metal,0.829182035
48210,06UPCXzhIsXnceSXmKLMEY,Nas,Stillmatic,Ether,55,277706,TRUE,0.573,0.831,7,-5.586,1,0.433,0.0401,0,0.0909,0.766,76.352,4,hardcore,0.272788237
4286,2soQW3y7DwZIPH4fS5av1W,Bethel Music;We The Kingdom,Peace,Dancing on the Waves,55,376093,FALSE,0.318,0.209,2,-10.664,1,0.0295,0.934,0,0.0946,0.365,90.336,3,ambient,0.4526713
20972,3T7aiE7ZBhAbj2xUzDCMUF,Joel Corry;Mabel,Cardio Tracks,I Wish,0,181728,FALSE,0.686,0.856,9,-2.717,0,0.0426,0.0896,0,0.0648,0.733,123.997,4,dance,0.554544813
6832,7KUY10mUbRZuXOlogTckjN,Toxic Holocaust,Chemistry of Consciousness,I Serve...,19,150520,FALSE,0.135,0.988,9,-4.885,0,0.163,1.68E-06,0.163,0.125,0.202,94.429,4,black-metal,0.018081952
34112,3BBslCw87ODOwkfu7QMUug,Kailash Kher;Meet Bros Anjjan,Oh My God,Mere Nishaan,47,300719,FALSE,0.586,0.524,1,-8.576,1,0.0436,0.74,2.98E-06,0.136,0.529,98.077,4,folk,0.888797159
6135,0wUPzaXNkrDIT5zb5FL3r0,Bölzer,Hero,Hero,22,449213,FALSE,0.208,0.919,9,-5.498,0,0.0815,2.08E-05,0.00472,0.0855,0.293,110.08,3,black-metal,0.219080636
15901,5QgWM6F0Nej8yrgonRJeOC,Hashir,MOUNTAIN MAN,MOUNTAIN MAN,50,80930,FALSE,0.52,0.529,2,-14.395,1,0.128,0.463,0.69,0.194,0.144,172.11,4,chill,0.811638472
44070,0gmbgwZ8iqyMPmXefof8Yf,Nickelback,Silver Side Up,How You Remind Me,80,223840,FALSE,0.446,0.764,10,-5.042,1,0.033,0.00135,0,0.099,0.543,172.094,4,grunge,0.430774117
8575,3wzTzcmYZ2MXHSjOYHrJZo,Sam Tinnesz;Yacht Money,Warplanes,Play with Fire (feat. Yacht Money) - Extended Mix,47,193490,FALSE,0.556,0.583,2,-5.256,0,0.0338,0.0256,2.47E-05,0.115,0.326,75.017,4,blues,0.359972553
110490,3Z8Zq7xpZzeHwpw16Me9lQ,Above & Beyond;Zoë Johnston;A.M.R,10 Years of Group Therapy (Part 2),Love Is Not Enough - A.M.R Extended Mix,20,413486,FALSE,0.637,0.643,10,-11.811,0,0.0497,0.0152,0.477,0.0548,0.153,118.99,4,trance,0.728925949
76815,2TDydiDsFwRAer2fhvhbQk,Carl Millöcker;Rudolf Schock;Werner Eisbrenner,Rudolf Schock -Stimme für Millionen,Dunkelrote Rosen,20,159560,FALSE,0.233,0.197,9,-15.813,1,0.037,0.98,0.000586,0.0887,0.135,93.053,4,opera,0.631601667
34549,6rmTI4qrd6b2iJddcCJy3A,The Avett Brothers,Christmas Vibes But Not Christmas Songs,Winter In My Heart,0,294960,FALSE,0.409,0.198,9,-10.832,1,0.0293,0.751,0.000712,0.082,0.14,132.782,4,folk,0.245168501
90040,02NjAsgrCjbFioTyGI0FeT,Chuck Berry,All I Want For Christmas Is You,Run Rudolph Run,0,162897,FALSE,0.647,0.876,10,-5.662,1,0.185,0.881,3.59E-05,0.26,0.949,151.925,4,rock-n-roll,0.945789218
13087,5uum4myZWC9M7RLc4aL3yH,Felix Da Housecat,Kittenz And Thee Glitz,Walk With Me,16,254933,FALSE,0.825,0.46,5,-8.577,0,0.105,0.0373,0.39,0.588,0.519,124.006,4,chicago-house,0.37638867
56848,4hNUUHv2V4DkFTLtbhYGZX,I DONT KNOW HOW BUT THEY FOUND ME,Halloween & Alternative,Choke,0,195717,FALSE,0.516,0.85,4,-3.91,0,0.0706,0.00139,0,0.295,0.583,120.326,4,indie-pop,0.334016575
66647,5ApHX2Ra5nIua1N6celtZW,Mini Pop Kids,Mini Pop Kids 11,Cups (Pitch Perfect's When I'm Gone),11,179076,FALSE,0.797,0.603,0,-7.952,1,0.0489,0.359,0,0.0463,0.586,129.968,4,kids,0.342399535
33856,0q3sQMyyFQ7KpRbhfYnfoC,kizaru,BORN TO TRAP,Plug,48,206225,TRUE,0.866,0.494,10,-11.438,1,0.348,0.147,0,0.0418,0.842,148.95,4,emo,0.447668915
110400,0UxJMuoqFl3k9htjrxDfqG,Liquid Soul;Zyce;Solar Kid,Anjuna,Anjuna,51,494117,FALSE,0.775,0.902,1,-7.896,1,0.0618,0.00307,0.899,0.078,0.101,136.011,4,trance,0.595962217
7541,6lllsKsshDQK9dAl6pdqTj,Old & In The Way,Breakdown,'til The End Of The World Rolls 'round,23,134800,FALSE,0.692,0.386,0,-15.345,1,0.0743,0.615,0.00635,0.916,0.823,121.937,4,bluegrass,0.053645547
12387,66cBlqEs1viJJCE74CDfGB,Leslie Cheung,寵愛,追,52,323760,FALSE,0.311,0.209,0,-14.662,1,0.0302,0.734,0.000175,0.0791,0.231,179.695,4,cantopop,0.701204496
478,5IGYPdHMSG4PLXDS9LDPJS,Eastmountainsouth,Eastmountainsouth,So Are You To Me,52,117760,FALSE,0.302,0.0783,2,-14.968,1,0.0325,0.956,9.88E-05,0.12,0.231,140.485,5,acoustic,0.867708949
20152,55n9yjI6qqXh5F2mYvUc2y,ZAYN;Taylor Swift,reputation Stadium Tour Surprise Song Playlist,I Don’t Wanna Live Forever (Fifty Shades Darker),80,247160,FALSE,0.731,0.445,0,-8.418,1,0.0533,0.0586,1.96E-05,0.14,0.106,117.97,4,dance,0.196038171
92841,0iRI6TRQ6omHdw6bJ7aefY,Cliff Richard & The Shadows,The Best of The Rock 'n' Roll Pioneers,Summer Holiday - 2003 Remaster,46,135040,FALSE,0.588,0.533,4,-7.354,1,0.0306,0.843,0,0.117,0.701,129.639,4,rockabilly,0.751536536
18891,3KHfTFnMEFoESIqd0AKeUW,Christopher Titus,Norman Rockwell is Bleeding,Last Husband,21,370333,TRUE,0.586,0.706,1,-15.764,1,0.934,0.72,0,0.687,0.153,72.555,4,comedy,0.779464499
105154,00CAvtdfEEtWRkEN6Km2AW,Maj Majid,Testify,Mountains,37,120000,FALSE,0.671,0.375,4,-10.912,0,0.0545,0.598,0.818,0.0944,0.0635,150.087,5,study,0.973955641
59358,3mOU8YiXGJpemYdO6Nujbh,Azhirock,Rope,Blindness,0,296438,TRUE,0.396,0.976,7,-3.214,0,0.0681,0.000572,5.96E-06,0.344,0.517,159.947,4,iranian,0.61011293
48773,6NcLv7sKEdS4wBBA5FnCjS,Claustrofobia,Peste,Bastardos do Brasil,30,208813,TRUE,0.427,0.998,7,-1.815,1,0.161,0.315,1.85E-05,0.355,0.0762,95.296,4,hardcore,0.833364113
48687,3xeQe1BX3QCWuW32t48yRC,Flicts,Singelos Controntos,Desmascarar Sua Bandeira,32,262768,FALSE,0.458,0.977,8,-2.576,1,0.0436,0.000207,0.000375,0.147,0.529,104.468,4,hardcore,0.316570549
50871,7ESIOdg4Ll5zun4vcxs6c4,Plan 4,En Mil Pedazos,No Me Des por Muerto,20,127493,FALSE,0.373,0.967,7,-3.076,1,0.203,0.000236,0.000588,0.102,0.468,96.644,4,heavy-metal,0.617520118
84476,6BDWITl9HpvfD0Kacsmcu3,Billy Preston,Ultimate Collection: Billy Preston,I'm Never Gonna Say Goodbye,34,221826,FALSE,0.348,0.376,2,-10.072,1,0.0271,0.599,0,0.107,0.208,141.77,4,psych-rock,0.167297125
45785,64UhEkHPVLJ14lv9PMJEmW,Raiatea Helm,Sweet & Lovely,Haole Hula,21,239213,FALSE,0.542,0.314,5,-9.36,1,0.0297,0.744,0,0.106,0.485,110.959,4,guitar,0.242659188
74505,7ne3GUyA8HHBR0KsuyXzyM,João Klein,carta pra ninguém,carta pra ninguém,41,218181,FALSE,0.725,0.246,5,-11.749,1,0.0362,0.819,0,0.0832,0.686,110.113,4,mpb,0.245123822
96279,4nbQx3shQNLs8ySv4uUV9L,Jorge Aragão;Elza Soares,Ao vivo convida (Redux),Malandro - Ao vivo,42,334586,FALSE,0.533,0.697,10,-8.384,1,0.101,0.59,0.043,0.869,0.636,84.298,4,samba,0.77578069
28269,10EpXLXKHmNSVKvX7A5hg8,Tritonal;Angel Taylor;Koven,Getaway (Remixes),Getaway - Koven Remix,61,203720,FALSE,0.488,0.914,6,-2.875,0,0.223,0.00415,0,0.158,0.222,172.187,4,dub,0.633552985
55656,2PyOIDf1OSOQR3hG12dtA2,Swattrex;YOUNG AND BROKE;Lofi By Swattrex,Maribou,Maribou,0,148545,FALSE,0.485,0.423,10,-15.535,0,0.207,0.717,0.883,0.0909,0.145,97.814,4,indian,0.006149415
16811,3rLobQ54GYexb7HyFZS8J0,Wolfgang Amadeus Mozart;Academy of St. Martin in the Fields;Sir Neville Marriner,Mozart: A Night of Classics,"Six German Dances, K.509: No. 1 in C",7,95706,FALSE,0.413,0.0509,2,-18.693,1,0.0375,0.965,0.902,0.24,0.514,93.116,4,classical,0.698710276
71874,3U9gogDStAfWxSm91PJuxb,Slayer,South Of Heaven,South Of Heaven,64,298533,TRUE,0.31,0.991,5,-3.769,0,0.316,0.000132,0.085,0.0969,0.0395,140.071,4,metal,0.550882666
72846,1dJojwU52t4AdB3DhbGRcj,The Acacia Strain,Continent,Seaward,25,255800,TRUE,0.27,0.95,11,-5.251,0,0.116,0.00129,0.0267,0.262,0.389,150.117,4,metalcore,0.868329782
87464,0UQor28BlM3xdKQGAwPPyP,Frejat,Cartas e Versos,Cartas e Versos,44,199814,FALSE,0.73,0.467,6,-10.498,0,0.0277,0.596,0,0.114,0.641,110.131,4,r-n-b,0.518821756
11113,3evG0BIqEFMMP7lVJh1cSf,The Beatles,The Beatles 1967 - 1970 (Remastered),Don't Let Me Down - Remastered 2009,68,215733,FALSE,0.593,0.289,4,-11.049,1,0.0259,0.568,0.000829,0.0928,0.733,77.119,4,british,0.54226693
9661,7HttMaN4xcGBLhFRHb0DVS,Capital Inicial,Eu Nunca Disse Adeus,Eu Nunca Disse Adeus,46,208786,FALSE,0.299,0.686,7,-7.058,1,0.0417,0.0132,0,0.354,0.366,145.971,3,brazil,0.851402169
68642,1NAYDZe9CtZsQsd3qcmcly,Ñejo & Dalmata,Halloween con perreito,Hoy Me Atrevo,0,208800,FALSE,0.844,0.841,4,-6.671,0,0.138,0.156,3.68E-05,0.0501,0.831,97.996,4,latino,0.085725019
25511,7zLJawuzuYQDmzUen1unZv,Cameo,She's Strange,Hangin' Downtown,33,307960,FALSE,0.603,0.41,10,-13.699,0,0.0436,0.318,0,0.349,0.559,72.159,4,disco,0.337159108
109673,4wL96O7QlsAKX9fwb2dxqa,Layton Giordani,New Generation,System Majority,46,272578,FALSE,0.698,0.916,2,-7.359,1,0.0491,0.00054,0.924,0.102,0.148,128.017,4,techno,0.767077604
76844,1BzohouhG5mB7J5cFCtJF2,Georges Bizet;Barry Wordsworth;London Symphony Orchestra,Saint-Saëns: Carnival of the Animals; Bizet: Jeux d'enfants; Ravel: Mother Goose,"Jeux d'enfants, Op. 22: V. The Ball",19,109600,FALSE,0.579,0.486,9,-20.078,1,0.0379,0.962,0.93,0.142,0.702,97.275,3,opera,0.462649752
107416,0WPOxxoEVoglAvhqroDpQA,Little Dragon,"New Me, Same Us",Where You Belong,62,207037,FALSE,0.737,0.436,7,-9.146,1,0.0555,0.161,0.106,0.16,0.36,83.022,4,synth-pop,0.645296046
109659,4IpJwePXEWjNf9IrWAvcGg,Birat Bitz,Ecstasy,Ecstasy,47,411160,FALSE,0.549,0.779,1,-6.678,1,0.0958,0.108,0.921,0.0939,0.136,128.013,4,techno,0.205000046
84781,2qIV6BuKqYLJWzBBqHZrVG,Chicano Batman,Cycles of Existential Rhyme,Amor Verde,29,206120,FALSE,0.49,0.646,2,-5.948,0,0.0299,0.234,0,0.167,0.618,126,3,psych-rock,0.864348702
71911,3X0K6fII7VIwL1URPrp8Ko,Rammstein,Mutter,Ich will,69,217106,FALSE,0.648,0.896,2,-4.254,1,0.041,0.00138,0.000819,0.0879,0.468,128.115,4,metal,0.757296035
43316,5Yg3kRGlB8UB6Sa8Fq4njc,Navos;Galantis;YOU,What It Feels Like,What It Feels Like,60,146512,FALSE,0.631,0.841,5,-4.284,1,0.0434,0.0306,0.00049,0.157,0.366,124.998,4,groove,0.039583715
89662,4XqXNU8MwPHwbgZmNXmAdc,Maluma,Junio,Junio,81,168601,FALSE,0.85,0.756,11,-3.439,0,0.0407,0.0999,0,0.0873,0.896,120.024,4,reggaeton,0.752795357
74448,10F7heFOB5AW5YNQdJPKnq,Legião Urbana,Legiao Urbana V,Sereníssima,43,241733,FALSE,0.376,0.768,7,-13.587,1,0.0342,0.00795,0.00435,0.355,0.86,174.135,4,mpb,0.935947807
31032,0OZYXc58HooMgBNWyp6cuO,Billie Eilish,pov: it's 2021,Therefore I Am,2,174321,FALSE,0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009,4,electro,0.520688038
101360,6UT7KpL0wkYVBNSydJFCSi,White Noise for Babies;Crickets;Baby Sleep Sounds,Cricket Sounds,Cricket Sound 4 - Loopable With No Fade,54,71000,FALSE,0.461,0.00325,10,-46.251,0,0.0639,0.915,0.862,0.0594,0.0728,111.653,4,sleep,0.489985235
46314,1OvHd0mrC4WfxcQlq39TK0,Euromasters,Alles Naar De Klote,Alles Naar De Klote,21,155413,FALSE,0.436,0.912,7,-7.764,1,0.13,0.0239,0.837,0.277,0.242,169.896,4,happy,0.203794977
98202,16sNPUamj4vnA7uQLozRpU,Lin-Manuel Miranda;Original Broadway Cast of Hamilton,Hamilton (Original Broadway Cast Recording),Hurricane,60,143551,FALSE,0.453,0.546,0,-7.952,1,0.309,0.762,0,0.0965,0.398,171.289,5,show-tunes,0.249311385
